name;nicknames;description;tokens;properties;referrals;history
Agent Tierny;['Agent Tierny'];A specially-trained member of the First Order Security Bureau with a mysterious scar on her jaw, Agent Tierny hopes to restore peace to the galaxy through absolute order. A master of manipulation, Tierny's tactics more often involve lulling her targets into a false sense of security rather than using more aggressive forms of interrogation. Her arrival at the Colossus platform, as part of a First Order security takeover, ushers in sheer chaos when the platform is plunged deep into the waters of Castilon, leaving only Doza Tower above sea level. ;['specially-trained', 'member', 'first', 'order', 'security', 'bureau', 'mysterious', 'scarred', 'jaw', 'agent', 'tierny', 'hopes', 'restore', 'peace', 'galaxy', 'absolute', 'order', 'master', 'manipulate', 'tierny', 'tactical', 'often', 'involved', 'lulling', 'target', 'false', 'sense', 'security', 'rather', 'used', 'aggressive', 'form', 'interrogate', 'arrived', 'colossus', 'platform', 'part', 'first', 'order', 'security', 'takeover', 'usher', 'sheer', 'chaos', 'platform', 'plunged', 'deep', 'waters', 'castilon', 'leaving', 'doza', 'tower', 'sea', 'levels'];{'Appearances': ['Star Wars Resistance'], 'Affiliations': ['The First Order'], 'Gender': ['Female']};['the First Order', 'Tam Ryvora', 'Colossus', 'Varkana', 'Jarek Yeager', 'CB-23', 'Tam', 'Colossus', 'Kaz', 'Yeager', 'Supreme Leader Kylo Ren'];
Ahsoka Tano;['Ahsoka Tano'];Ahsoka Tano, a Togruta female, was the Padawan learner to Anakin Skywalker and a hero of the Clone Wars. Alongside Anakin, she grew from headstrong student into a mature leader. But her destiny laid along a different path than the Jedi.;['ahsoka', 'tano', 'togruta', 'female', 'padawan', 'learner', 'anakin', 'skywalker', 'hero', 'clone', 'wars', 'alongside', 'anakin', 'grew', 'headstrong', 'student', 'mature', 'leader', 'destiny', 'laid', 'along', 'different', 'path', 'jedi'];"{'Appearances': ['The Mandalorian', 'The Book of Boba Fett', 'Star Wars: The Clone Wars', 'Star Wars Rebels', 'Tales of the Jedi'], 'Affiliations': ['Jedi Order'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.7m '], 'species': ['Togruta'], 'Weapons': ['Lightsaber', ""Ahsoka's lightsabers""], 'Vehicles': ['Alderaan Cruiser', 'Jedi Starfighter']}";"['Plo Koon', 'Jedi Order', 'Yoda', 'Anakin Skywalker', 'Separatist', 'Clone Captain Rex', 'General Grievous', 'Cad Bane', 'Cato Parasitti', 'Lux Bonteri', 'Republic', 'Trandoshans', 'Ilum', 'Jedi Temple', 'Bariss Offee', 'Coruscant', 'Trace Martez', 'Rafa', 'the Silver Angel', 'Kessel', 'Pyke Syndicate', 'Trace', 'Rafa', 'Marg Krim', 'Oba Diah', 'Bo-Katan Kryze', 'Maul', ""Anakin Skywalker's"", 'Lady Bo-Katan Kryze', 'Obi-Wan Kenobi', 'Captain Rex', 'Maul', 'Mandalore', 'Anakin Skywalker', 'Obi-Wan Kenobi', 'Darth Sidious', 'Maul', 'Darth Sidious', 'Rex', 'Rex', 'Y-wing', 'Empire', 'Mustafar', 'Kanan Jarrus', 'Ezra Bridger', 'Ghost', 'Seventh Sister', 'Fifth Brother', 'Darth Vader', 'Malachor', 'Anakin']";
Albrekh;['Albrekh'];An eccentric Sith alchemist and metalsmith known for a steady hand, Albrekh uses an ancient Sith forge to join the fragments of Kylo Ren’s shattered helmet with a glowing red lattice of Sarrassian iron.;['eccentric', 'sith', 'alchemist', 'metalsmith', 'known', 'steady', 'hands', 'albrekh', 'used', 'ancient', 'sith', 'forge', 'joined', 'fragments', 'kylo', 'ren', 'shattered', 'helmet', 'glowing', 'red', 'lattice', 'sarrassian', 'iron'];{'Appearances': ['Star Wars: The Rise of Skywalker (Episode IX)'], 'Gender': ['Male']};;
Alcida-Auka;['Alcida-Auka'];Alcida-Auka is the matron of the Caretakers on Ahch-To’s sacred island, and oversees their maintenance of the island’s structures, a religious duty that has fallen to them for eons. Alcida-Auka refers to the other Caretakers as her “daughters” and instructs them in their proper duties. While she has accepted Luke Skywalker as a seeker of truth, she has doubts about his reckless new apprentice.;['alcida-auka', 'matron', 'caretakers', 'ahch-to', 'sacred', 'island', 'overseeing', 'maintenance', 'island', 'structures', 'religious', 'duty', 'fallen', 'eons', 'alcida-auka', 'referred', 'caretakers', '“', 'daughter', '”', 'instructing', 'proper', 'duty', 'accepted', 'luke', 'skywalker', 'seeker', 'truth', 'doubts', 'reckless', 'new', 'apprentice'];{'Appearances': ['Star Wars: The Last Jedi (Episode VIII)'], 'Affiliations': ['Caretakers'], 'Locations': ['Ahch-To'], 'Gender': ['Female'], 'species': ['Lanai']};;
Alderaanian Royal guards;['Alderaanian Royal guards'];Loyal sentinels sworn to the protection of the Royal House of Alderaan, Alderaanian guards can be found throughout the palace and much of its surrounding grounds, keeping watch over the first family. ;['loyal', 'sentinel', 'sworn', 'protecting', 'royal', 'house', 'alderaan', 'alderaanian', 'guard', 'found', 'throughout', 'palace', 'much', 'surrounding', 'ground', 'keep', 'watch', 'first', 'family'];{'Locations': ['Alderaan', 'Royal Palace of Alderaan ']};;
Alexsandr Kallus;['Alexsandr Kallus'];Formerly an officer of the Imperial Security Bureau, Alexsandr Kallus defected from the Empire and now serves the Rebellion. A smart strategist and able warrior, he fights to free the galaxy of tyranny alongside his friends on the Ghost crew.;['formerly', 'officer', 'imperial', 'security', 'bureau', 'alexsandr', 'kallus', 'defected', 'empire', 'served', 'rebellion', 'smart', 'strategist', 'able', 'warrior', 'fight', 'free', 'galaxy', 'tyranny', 'alongside', 'friend', 'ghost', 'crew'];{'Appearances': ['Star Wars Rebels'], 'Affiliations': ['Imperial Security Bureau'], 'Locations': ['Coruscant'], 'Gender': ['Male'], 'Creature': ['Bonzami'], 'Weapons': ['Lasan Honor Guard AB-75 Bo-Rifle']};['Empire', 'Hera Syndulla', 'Lothal', 'Grand Admiral Thrawn', 'Lieutenant Lyste'];
Alora;['Alora'];During his reign, the Emperor looked to destroy all opposition to his power. Any Jedi could be a threat to him, so the Inquisitors were tasked with hunting down all Force-sensitive children. Alora, just a baby and strong with the Force, was tracked by the Fifth Brother and Seventh Sister on a civilian ship. The two dark warriors took the baby from her grandmother’s arms, but the Inquisitors would not complete this mission. Ahsoka Tano and the Ghost crew intervened, eventually returning Alora to her family.;['reign', 'emperor', 'looking', 'destroyed', 'opposite', 'power', 'jedi', 'could', 'threat', 'inquisitor', 'tasked', 'hunting', 'force-sensitive', 'children', 'alora', 'baby', 'strong', 'force', 'track', 'fifth', 'brother', 'seventh', 'sister', 'civilian', 'ship', 'two', 'dark', 'warrior', 'took', 'baby', 'grandmother', 'arms', 'inquisitor', 'would', 'complete', 'mission', 'ahsoka', 'tano', 'ghost', 'crew', 'intervened', 'eventually', 'return', 'alora', 'family'];{'Appearances': ['Star Wars Rebels'], 'Gender': ['Female'], 'species': ['Human']};;
Alrich Wren;['Alrich Wren'];Father of rebel Sabine and husband of Ursa, Alrich Wren is a proud Mandalorian. When Clan Wren broke from the Empire, he was held captive in retaliation, but was ultimately rescued by his daughter. Alrich, along with Clan Wren, now stands united with Mandalore under Bo-Katan Kryze. He is also knowledgable of the arts, both proud and critical of Sabine's work.;['father', 'rebel', 'sabine', 'husband', 'ursa', 'alrich', 'wren', 'proud', 'mandalorian', 'clan', 'wren', 'broke', 'empire', 'held', 'captive', 'retaliation', 'ultimately', 'rescue', 'daughter', 'alrich', 'along', 'clan', 'wren', 'stand', 'unit', 'mandalore', 'bo-katan', 'kryze', 'also', 'knowledge', 'arts', 'proud', 'critical', 'sabine', 'work'];{'Appearances': ['Star Wars Rebels'], 'Affiliations': ['Clan Wren'], 'Locations': ['Mandalore'], 'Gender': ['Male'], 'species': ['Human']};;
Alton Kastle;['Alton Kastle'];A journalist for HoloNet News, Alton Kastle was regarded by the Imperial citizens of Lothal as a trustworthy, even comforting source of information. Those in the know scoffed that Kastle's reports were Imperial propaganda -- their primary purpose was to maintain order in the name of the Empire, not to tell the truth or anything close to it.;['journalist', 'holonet', 'news', 'alton', 'kastle', 'regarded', 'imperial', 'citizens', 'lothal', 'trustworthy', 'even', 'comforts', 'source', 'information', 'knows', 'scoffed', 'kastle', 'reports', 'imperial', 'propaganda', 'primary', 'purpose', 'maintain', 'order', 'name', 'empire', 'tell', 'truth', 'anything', 'close'];{'Appearances': ['Star Wars Rebels'], 'Affiliations': ['Galactic Empire'], 'Locations': ['Lothal'], 'Gender': ['Male'], 'species': ['Human']};;
Amda Wabo;['Amda Wabo'];Amda Wabo, a male Aqualish, was a weapons manufacturer on Garel during the age of the Empire. He had set in place a deal to sell banned T-7 ion disruptors to the Empire, but his plans fell through due to a slight language barrier...courtesy of a group of Lothal rebels.;['amda', 'wabo', 'male', 'aqualish', 'weapons', 'manufacture', 'garel', 'age', 'empire', 'set', 'place', 'deal', 'sell', 'banned', 't-7', 'ione', 'disruptors', 'empire', 'plans', 'fell', 'due', 'slight', 'language', 'barrier', 'courtesy', 'group', 'lothal', 'rebel'];{'Appearances': ['Star Wars Rebels'], 'Locations': ['Garel'], 'Gender': ['Male']};;
Amilyn Holdo;['Amilyn Holdo'];An unconventional Resistance officer, Amilyn Holdo was one of Leia Organa’s oldest friends. She assumed command of the Resistance fleet after Leia was injured. As the peril to the Resistance grew, Holdo’s insistence on secrecy and her brusque manner led her into conflict with Poe Dameron. She sacrificed her life to save the Resistance transports during the desperate flight to Crait.    ;['unconventional', 'resistance', 'officer', 'amilyn', 'holdo', 'one', 'leia', 'organa', 'oldest', 'friend', 'assume', 'commander', 'resistance', 'fleet', 'leia', 'injured', 'perilous', 'resistance', 'grew', 'holdo', 'insistence', 'secrecy', 'brusque', 'manner', 'led', 'conflict', 'poe', 'dameron', 'sacrificed', 'life', 'saved', 'resistance', 'transport', 'desperate', 'flight', 'crait'];{'Appearances': ['Star Wars: The Last Jedi (Episode VIII)'], 'Affiliations': ['The Resistance'], 'Gender': ['Female'], 'species': ['Human'], 'Vehicles': ['The Raddus', 'The Ninka']};['Leia Organa', 'Coruscant’s', 'Resistance', 'First Order', 'Raddus', 'Poe Dameron', 'transports'];
Amis;['Amis'];During the Clone Wars, Amis was one of the brightest students groomed for leadership for the next generation of Mandalore -- a plan complicated by the sudden turmoil that engulfed the neutral planet during the conflict. As a Royal Academy of Government cadet, Amis was the wise-cracker amongst his friends, a good-spirited student who often thought with his stomach. Together with his pals, he helped expose corruption at the highest level of Mandalorian politics, but thwarting a black market conspiracy was child's play compared to the rise of Death Watch.;['clone', 'wars', 'amis', 'one', 'brightest', 'student', 'groom', 'leadership', 'next', 'general', 'mandalore', 'plans', 'complicate', 'sudden', 'turmoil', 'engulfed', 'neutral', 'planet', 'conflict', 'royal', 'academy', 'government', 'cadets', 'amis', 'wise-cracker', 'amongst', 'friend', 'good-spirited', 'student', 'often', 'thought', 'stomach', 'together', 'pal', 'help', 'expose', 'corruption', 'highest', 'levels', 'mandalorian', 'political', 'thwart', 'black', 'market', 'conspiracy', 'child', 'playing', 'compared', 'rise', 'death', 'watch'];{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Mandalore Royal Academy of Government', 'New Mandalorians'], 'Locations': ['Mandalore'], 'Gender': ['Male'], 'Vehicles': ['Speeder Bike'], 'Weapons': ['Blaster Pistol']};;
Anakin Skywalker;['Anakin Skywalker'];Discovered as a slave on Tatooine by Qui-Gon Jinn and Obi-Wan Kenobi, Anakin Skywalker had the potential to become one of the most powerful Jedi ever. Some even believed he was the prophesied Chosen One who would bring balance to the Force. Always pushing the limits of his Jedi training, seeking to excel and live up to his reputation, Skywalker's passion often brought him into conflict with his mentor, Jedi Master Obi-Wan Kenobi. A hero of the Clone Wars, Anakin was caring and compassionate, but suffered from a deep fear of loss that would prove to be his downfall. ;['discovered', 'slave', 'tatooine', 'qui-gon', 'jinn', 'obi-wan', 'kenobi', 'anakin', 'skywalker', 'potential', 'become', 'one', 'power', 'jedi', 'ever', 'even', 'believed', 'prophesied', 'chosen', 'one', 'would', 'bring', 'balance', 'force', 'always', 'pushing', 'limits', 'jedi', 'training', 'seeking', 'excel', 'living', 'reputation', 'skywalker', 'passion', 'often', 'brought', 'conflict', 'mentor', 'jedi', 'master', 'obi-wan', 'kenobi', 'hero', 'clone', 'wars', 'anakin', 'careful', 'compassionate', 'suffer', 'deep', 'feared', 'loss', 'would', 'proved', 'downfall'];{'Appearances': ['Star Wars: Return of the Jedi (Episode VI)', 'Star Wars: The Phantom Menace (Episode I)', 'Star Wars: Attack of the Clones (Episode II)', 'Star Wars: Revenge of the Sith (Episode III)', 'Obi-Wan Kenobi', 'Star Wars: The Clone Wars', 'Star Wars Rebels', 'Tales of the Jedi'], 'Affiliations': ['Jedi Order'], 'Locations': ['Tatooine'], 'Dimensions': ['Height: 1.88m '], 'Weapons': ['Lightsaber', 'Skywalker lightsaber'], 'Vehicles': ['Delta-7 Jedi Starfighter']};['Shmi', 'Tatooine', 'Watto', 'Qui-Gon Jinn', 'Jar Jar Binks', 'Naboo handmaiden', 'Padmé', 'starship', 'Boonta Eve Classic Podrace', 'Yoda', 'Order', 'Obi-Wan Kenobi', 'Naboo', 'Trade Federation', 'Naboo starfighter', 'Darth Maul', 'Supreme Chancellor Palpatine', 'Sand People', 'Geonosis', 'Separatists', 'Count Dooku', 'Ahsoka Tano', 'Ahsoka Tano', 'Mandalore', 'Bo-Katan', 'Maul', 'Captain Rex', 'Coruscant', 'Darth Sidious', 'Mace Windu', 'Darth Vader', 'Mustafar', 'Luke', 'Leia', 'Force lightning', 'Endor'];
Appo;['Appo'];A clone trooper in Republic service, Appo took part in a number of critical battles during the fight against the Separatists. As a sergeant, he served under General Pong Krell on Umbara, and saw firsthand Krell’s willingness to throw away the lives of his troops. In the final days of the war Appo accompanied Anakin Skywalker to Coruscant’s Jedi Temple as part of Order 66. When Senator Bail Organa arrived during the aftermath of the Temple attack, Appo told him of the “Jedi rebellion” and ordered him to leave the area.;['clone', 'troopers', 'republic', 'service', 'appo', 'took', 'part', 'number', 'critical', 'battle', 'fight', 'separatist', 'sergeant', 'served', 'general', 'pong', 'krell', 'umbara', 'saw', 'firsthand', 'krell', 'willingness', 'throw', 'away', 'living', 'troops', 'final', 'days', 'wars', 'appo', 'accompanied', 'anakin', 'skywalker', 'coruscant', 'jedi', 'temple', 'part', 'order', 'senator', 'bail', 'organa', 'arrived', 'aftermath', 'temple', 'attack', 'appo', 'told', '“', 'jedi', 'rebellion', '”', 'order', 'leaving', 'area'];{'Appearances': ['Star Wars: Revenge of the Sith (Episode III)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Republic', 'Clone Troopers'], 'Locations': ['Kamino'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.83m '], 'Weapons': ['Blaster Pistol']};;
Ap’Lek;['Ap’Lek'];A cunning strategist, Ap’lek enjoys using trickery and stealth to outmaneuver his foes, before cornering them and finishing them off with a blow from his massive vibro-ax, once the weapon of a Mandalorian executioner. ;['cunning', 'strategist', 'ap', 'lek', 'enjoys', 'used', 'trickery', 'stealth', 'outmaneuver', 'foes', 'corner', 'finish', 'blow', 'massive', 'vibro-ax', 'weapons', 'mandalorian', 'executioner'];{'Appearances': ['Star Wars: The Force Awakens (Episode VII)', 'Star Wars: The Rise of Skywalker (Episode IX)'], 'Affiliations': ['Knights of Ren'], 'Gender': ['Male'], 'Vehicles': ['Night Buzzard'], 'Weapons': ['Ap’lek’s vibro-ax']};;
